id,name,marca,category,subcategory,coverage_max_dim,coverage_w,coverage_h,pad_top,pad_bottom,pad_left,pad_right,image_url
299,"Wilson Ultra Wrap Overgrip x3",Wilson,padel,accesorios,0.8878,0.8317,0.8878,0.0459,0.0663,0.0750,0.0933,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1778687529029.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzc4Njg3NTI5MDI5LnBuZyIsImlhdCI6MTc3ODY4NzUyOSwiZXhwIjoyMDk0MDQ3NTI5fQ.u0ODEYYML0py1__i59pp53mW1Th8Wj4BO-xCD2QH6i8
253,"Adidas Racket Bag Tour 3.4 Color Azul",Adidas,padel,bolsos,0.8917,0.6325,0.8917,0.0542,0.0542,0.1733,0.1942,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1765214054498.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzY1MjE0MDU0NDk4LmpwZyIsImlhdCI6MTc2NTIxNDA1NCwiZXhwIjoyMDgwNTc0MDU0fQ.cyInmMdvysv5m5xatImPh6bwvEsEuuhGV4jrcOXZ8Vk
199,"Adidas Metalbone CTRL 3.4",Adidas,padel,palas,0.8950,0.5750,0.8950,0.0500,0.0550,0.1825,0.2425,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757352558524.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3MzUyNTU4NTI0LmpwZyIsImlhdCI6MTc1NzM1MjU1OSwiZXhwIjoyMDcyNzEyNTU5fQ.ij8BGujEBXnM4iVEgXbzkR5I8y0iNcAYoHwGsDJfRco
223,"Adidas Backpack Multigame Black/Orange 3.3",Adidas,padel,palas,0.8958,0.7533,0.8958,0.0492,0.0550,0.1067,0.1400,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757717142317.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3NzE3MTQyMzE3LmpwZyIsImlhdCI6MTc1NzcxNzE0MiwiZXhwIjoyMDczMDc3MTQyfQ.UYKY0ZUYiwyC0kmpbZllpNU_yqOdxc-_F8pdy7Hx9c4
157,"Butterfly Glayzer ",Butterfly,tenis-mesa,gomas,0.8960,0.8500,0.8960,0.0500,0.0540,0.0720,0.0780,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1753052692103.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUzMDUyNjkyMTAzLndlYnAiLCJpYXQiOjE3NTMwNTI2OTIsImV4cCI6MjA2ODQxMjY5Mn0.Lu_0tlGIyUsRwhrKOvXDhmE1tpdXfOaV7Qsp7-8YDco
262,"Adidas Racket Bag ProTour 3.4 Color Amarillo",Adidas,padel,bolsos,0.8967,0.6767,0.8967,0.0525,0.0508,0.1625,0.1608,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1765214705135.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzY1MjE0NzA1MTM1LmpwZyIsImlhdCI6MTc2NTIxNDcwNSwiZXhwIjoyMDgwNTc0NzA1fQ.y9P_NWHDMRspgsB4wzoN5ocjqg9Y6zcNmw2ozrLn12k
277,"Adidas Metalbone Carbon 2026",Adidas,padel,palas,0.8967,0.5033,0.8967,0.0500,0.0533,0.2467,0.2500,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1765226011519.avif?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzY1MjI2MDExNTE5LmF2aWYiLCJpYXQiOjE3NjUyMjYwMTEsImV4cCI6MjA4MDU4NjAxMX0.Rzm_RQaUvT897KYc65dyroFIS2bV27LKopMAtioeS1A
178,"Butterfly Pegamento Free Chack 20 ml",Butterfly,tenis-mesa,accesorios,0.9000,0.9000,0.8824,0.0520,0.0656,0.0520,0.0480,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1753055099016.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUzMDU1MDk5MDE2LndlYnAiLCJpYXQiOjE3NTMwNTUwOTksImV4cCI6MjA2ODQxNTA5OX0.fWzksz9c7JrIZx7V15k1YmaSCe-J1L-aDGqjOPuxel8
203,"Adidas Cross IT Carbon CTRL 3.4",Adidas,padel,palas,0.9000,0.5517,0.9000,0.0500,0.0500,0.1983,0.2500,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757381069906.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3MzgxMDY5OTA2LmpwZyIsImlhdCI6MTc1NzM4MTA3MCwiZXhwIjoyMDcyNzQxMDcwfQ.dLJ4KN9sVs_DInRiPVP8sMVORfaJWfKsXMc2wIqBcAs
174,"Butterfly Toalla Dignics",Butterfly,tenis-mesa,accesorios,0.9013,0.9013,0.4507,0.2796,0.2697,0.0493,0.0493,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/174-1753054449857.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMTc0LTE3NTMwNTQ0NDk4NTcuanBnIiwiaWF0IjoxNzUzMDU0NDUwLCJleHAiOjIwNjg0MTQ0NTB9.f5aVySAyAK_NXAaVAt3o4CDZ02micAYdJq4VLXtoMmM
206,"Adidas Match Black 3.4",Adidas,padel,palas,0.9042,0.5433,0.9042,0.0475,0.0483,0.2175,0.2392,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757381406084.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3MzgxNDA2MDg0LmpwZyIsImlhdCI6MTc1NzM4MTQwNiwiZXhwIjoyMDcyNzQxNDA2fQ.3k8C430NcAM2Jo8By7gBR2UkH8z1nVVJ1Lz2TQaj5QU
207,"Adidas Drive Grey 3.4",Adidas,padel,palas,0.9042,0.5683,0.9042,0.0483,0.0475,0.1967,0.2350,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757381479502.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3MzgxNDc5NTAyLmpwZyIsImlhdCI6MTc1NzM4MTQ3OSwiZXhwIjoyMDcyNzQxNDc5fQ.Plp9g-PTZ34VuL0NBhyYzROeb8kJIY6YARkomWK4ctI
222,"Adidas Backpack Multigame Sand 3.3",Adidas,padel,palas,0.9042,0.8117,0.9042,0.0417,0.0542,0.1150,0.0733,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757717025114.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3NzE3MDI1MTE0LmpwZyIsImlhdCI6MTc1NzcxNzAyNSwiZXhwIjoyMDczMDc3MDI1fQ.ykuVbfEBb4Xp4eSJcYmJH_GrwPToNOtKOLdTXe88dog
231,"Adidas Drive Black 3.4",Adidas,padel,palas,0.9042,0.5317,0.9042,0.0508,0.0450,0.2342,0.2342,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757898604669.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3ODk4NjA0NjY5LmpwZyIsImlhdCI6MTc1Nzg5ODYwNSwiZXhwIjoyMDczMjU4NjA1fQ.SkCGyQghWNOLc-RZQhKUH7uv9qSdF2X88fFjGquvIz8
111,"Adidas Match Light 3.4 Blanco",Adidas,padel,palas,0.9050,0.5463,0.9050,0.0462,0.0488,0.2137,0.2400,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/111-1756680410973.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMTExLTE3NTY2ODA0MTA5NzMuanBnIiwiaWF0IjoxNzU2NjgwNDExLCJleHAiOjIwNzIwNDA0MTF9.dsDSSz8ixTa2j1DO4DAdrEnMjWItyral_Tl4t39Hkng
204,"Adidas Metalbone Team Light 3.4",Adidas,padel,palas,0.9058,0.5375,0.9058,0.0517,0.0425,0.2217,0.2408,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/204-1757381184428.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMjA0LTE3NTczODExODQ0MjguanBnIiwiaWF0IjoxNzU3MzgxMTg0LCJleHAiOjIwNzI3NDExODR9.6uiLfhdcEp-U4OCi-GegSMVy71T6kMXRwvOP0_8GkzQ
275,"Adidas Arrow Hit 2026",Adidas,padel,palas,0.9063,0.5844,0.9063,0.0469,0.0469,0.1688,0.2469,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1765225572206.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzY1MjI1NTcyMjA2LndlYnAiLCJpYXQiOjE3NjUyMjU1NzIsImV4cCI6MjA4MDU4NTU3Mn0.1uT02CCiJqyMHKFb2-IdYULmsQNZYd2FRmITghxwUug
201,"Adidas Cross IT CTRL 3.4",Adidas,padel,palas,0.9067,0.5567,0.9067,0.0508,0.0425,0.1975,0.2458,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757352941967.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3MzUyOTQxOTY3LmpwZyIsImlhdCI6MTc1NzM1Mjk0MiwiZXhwIjoyMDcyNzEyOTQyfQ.gkGt2deruMRxTDzF_NDpIBzz9fRl-vziXMAGbtC5StM
202,"Adidas Cross IT 3.4",Adidas,padel,palas,0.9067,0.5689,0.9067,0.0500,0.0433,0.1756,0.2556,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757353080022.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3MzUzMDgwMDIyLmpwZyIsImlhdCI6MTc1NzM1MzA4MCwiZXhwIjoyMDcyNzEzMDgwfQ.M7oHr9EB0aplUzVGZGPM354uBXeZowILU4-T1zX5uwA
113,"Adidas Cross IT Team",Adidas,padel,palas,0.9075,0.5567,0.9075,0.0492,0.0433,0.2000,0.2433,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1750731462805.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUwNzMxNDYyODA1LmpwZyIsImlhdCI6MTc1MDczMTQ2NCwiZXhwIjoyMDY2MDkxNDY0fQ.1qG_Wf6RY4DmlSqJ_Q-49cQdDi4WCroWUdrI4R8OV9o
200,"Adidas Cross IT Light 3.4",Adidas,padel,palas,0.9083,0.5383,0.9083,0.0525,0.0392,0.2158,0.2458,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757352744686.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3MzUyNzQ0Njg2LmpwZyIsImlhdCI6MTc1NzM1Mjc0NSwiZXhwIjoyMDcyNzEyNzQ1fQ.xAWzDCthqeo5MKNHwLoKqWnXPX6nZMQDeKUjlX8Bmps
110,"Adidas Match Light 3.4 Azul",Adidas,padel,palas,0.9085,0.5447,0.9085,0.0467,0.0447,0.2114,0.2439,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/110-1750731273238.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMTEwLTE3NTA3MzEyNzMyMzgucG5nIiwiaWF0IjoxNzUwNzMxMjc0LCJleHAiOjIwNjYwOTEyNzR9.bHce6BNtjBkCpVijOCAD6jMutun3cZZcFcdnGXeW8CU
147,"Adidas Drive Light 3.4",Adidas,padel,pelotas,0.9092,0.5442,0.9092,0.0475,0.0433,0.2233,0.2325,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1753050577319.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUzMDUwNTc3MzE5LmpwZyIsImlhdCI6MTc1MzA1MDU3NywiZXhwIjoyMDY4NDEwNTc3fQ.WVwAK1l-qC7s6X-XcWOLzg9ht4mxJ1sXfMBbIQB_vfc
205,"Adidas Cross IT Team Light 3.4",Adidas,padel,palas,0.9092,0.5433,0.9092,0.0525,0.0383,0.2158,0.2408,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757381298502.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3MzgxMjk4NTAyLmpwZyIsImlhdCI6MTc1NzM4MTI5OCwiZXhwIjoyMDcyNzQxMjk4fQ.9-3LM1i6OER9hCPs4yU7V0bHAxcYcToDsxkhDpAklms
183,"Butterfly Pelotas 3 Estrellas",Butterfly,tenis-mesa,pelotas,0.9095,0.9080,0.9095,0.0453,0.0453,0.0460,0.0460,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1753055787047.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUzMDU1Nzg3MDQ3LndlYnAiLCJpYXQiOjE3NTMwNTU3ODcsImV4cCI6MjA2ODQxNTc4N30.__tB3gcxB2xUHyqb7t8xCbY8BAlA8IFpeGM-TaGm-ZE
120,"Butterfly Timo Boll ALC",Butterfly,tenis-mesa,paletas,0.9099,0.9099,0.9080,0.0460,0.0460,0.0462,0.0439,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1750782792731.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUwNzgyNzkyNzMxLndlYnAiLCJpYXQiOjE3NTA3ODI3OTQsImV4cCI6MjA2NjE0Mjc5NH0.ZAQUemUz4KO0ZdzukIrGpFIzPMhIIvGg_cjz5p3LpuA
194,"Adidas Metalbone HRD+ 3.4",Wilson,padel,pelotas,0.9100,0.6012,0.9100,0.0475,0.0425,0.1550,0.2437,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1756672472567.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU2NjcyNDcyNTY3LmpwZyIsImlhdCI6MTc1NjY3MjQ3MiwiZXhwIjoyMDcyMDMyNDcyfQ.zoM8dvHrqnJaxQnKCRr3aAerjM8HfAOYXWl3Nxp-HJo
258,"Adidas Racket Bag Control 3.4 Color Naranja",Adidas,padel,bolsos,0.9100,0.5808,0.9100,0.0475,0.0425,0.2258,0.1933,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1765214371904.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzY1MjE0MzcxOTA0LmpwZyIsImlhdCI6MTc2NTIxNDM3MiwiZXhwIjoyMDgwNTc0MzcyfQ.x7qjiRd9_MIXZBv_FUXwm3wQilBT5BpyiUk5tWek--Q
252,"Adidas Racket Bag Protour 3.4 Color Negro",Adidas,padel,bolsos,0.9117,0.6992,0.9117,0.0383,0.0500,0.1483,0.1525,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1765213978758.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzY1MjEzOTc4NzU4LmpwZyIsImlhdCI6MTc2NTIxMzk3OSwiZXhwIjoyMDgwNTczOTc5fQ._bupukceM5FZl080LitM8tTh_zlS22M5-4kdLcpRR4w
132,"DHS 1030",DHS,tenis-mesa,paletas,0.9120,0.9120,0.9075,0.0473,0.0452,0.0440,0.0440,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1750783903886.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUwNzgzOTAzODg2LndlYnAiLCJpYXQiOjE3NTA3ODM5MDUsImV4cCI6MjA2NjE0MzkwNX0.41uxN5aCtzur_-q0ggrWjR6sCf2XeeCVx9vXiLlYS_k
160,"Butterfly Tenergy 05",Butterfly,tenis-mesa,gomas,0.9120,0.9112,0.9120,0.0440,0.0440,0.0444,0.0444,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1753052974887.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUzMDUyOTc0ODg3LndlYnAiLCJpYXQiOjE3NTMwNTI5NzUsImV4cCI6MjA2ODQxMjk3NX0.EDJieK8vdChySsZJeygd7x0Fu3gboHIRYE8t_JhlBZg
189,"Adidas Metalbone Team 3.4",Adidas,padel,palas,0.9120,0.5495,0.9120,0.0480,0.0400,0.2265,0.2240,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1753835213578.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUzODM1MjEzNTc4LmpwZyIsImlhdCI6MTc1MzgzNTIxNCwiZXhwIjoyMDY5MTk1MjE0fQ.GZ14Ev8vvvMIoOUJ1ThYFSJa7-1cmeM22m3WIc_ExhY
230,"DHS Classics H1003",DHS,tenis-mesa,paletas,0.9125,0.8906,0.9125,0.0437,0.0437,0.0531,0.0563,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1757720076998.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU3NzIwMDc2OTk4LndlYnAiLCJpYXQiOjE3NTc3MjAwNzcsImV4cCI6MjA3MzA4MDA3N30.5rJwbe5WQw1JJGkI_xmw6WTqztJqHCIHmAhBVfFEvDs
154,"Adidas Antishock",Adidas,padel,accesorios,0.9135,0.9135,0.9080,0.0460,0.0460,0.0433,0.0433,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1753051211217.webp?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUzMDUxMjExMjE3LndlYnAiLCJpYXQiOjE3NTMwNTEyMTEsImV4cCI6MjA2ODQxMTIxMX0.I7heNAYCFBKalrCImMEB9l4cgmYbhVGe6I0D4U5xa5w
193,"Adidas Metalbone 3.4",Wilson,padel,pelotas,0.9150,0.6008,0.9150,0.0308,0.0542,0.1625,0.2367,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1756672366045.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzU2NjcyMzY2MDQ1LmpwZyIsImlhdCI6MTc1NjY3MjM2NiwiZXhwIjoyMDcyMDMyMzY2fQ.O-41_rV5O5dWXxysh0Yomkhply0sf00A-FTqjjOybz0
190,"Wilson Vincha Blanca",Wilson,padel,palas,0.9154,0.9154,0.7431,0.1292,0.1277,0.0462,0.0385,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1753928805398.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUzOTI4ODA1Mzk4LmpwZyIsImlhdCI6MTc1MzkyODgwNCwiZXhwIjoyMDY5Mjg4ODA0fQ.fR1owJJ9LPAswQnloofHlmHbzbIbuD0vkq2Lj8wATn0
112,"Adidas Adipower Junior 3.4",Adidas,padel,palas,0.9163,0.6112,0.9163,0.0350,0.0488,0.1525,0.2362,https://itllufoljyibrrzlwapm.supabase.co/storage/v1/object/sign/images/products/0-1750731386777.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9hMGI4MTEwOC05MjM2LTRmOGQtYWVmMC0xYmFjOWIwMGNmNjAiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJpbWFnZXMvcHJvZHVjdHMvMC0xNzUwNzMxMzg2Nzc3LmpwZyIsImlhdCI6MTc1MDczMTM4OCwiZXhwIjoyMDY2MDkxMzg4fQ.SoKaKeJy-jycsIk7yguPaxAugG2DPBxwicRf0AfXVdk
